ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
208,0,0,8,0,-8
209,0,0,65,0,-65
210,1,1,1341,1270,-71
211,1,0,115,0,-115
212,0,0,68,0,-68
213,1,1,261,1244,983
214,0,0,46,0,-46
215,1,1,48,1216,1168
216,1,0,11,0,-11
217,1,0,190,0,-190
218,0,0,31,0,-31
219,0,0,16,0,-16
220,1,0,49,0,-49
221,1,1,764,1457,693
222,1,1,410,1358,948
223,1,1,667,1215,548
224,1,0,16,0,-16
225,1,0,63,0,-63
226,0,0,74,0,-74
227,1,1,383,1433,1050
228,1,1,498,1321,823
229,1,0,10,0,-10
230,0,0,15,0,-15
231,0,0,16,0,-16
232,1,0,222,0,-222
233,0,0,0,0,0
234,1,1,153,1776,1623
235,1,0,110,0,-110
236,1,0,82,0,-82
237,1,0,25,0,-25
238,1,0,135,0,-135
239,1,0,5,0,-5
240,1,1,1012,1253,241
241,0,0,111,0,-111
242,0,0,26,0,-26
243,0,0,20,0,-20
244,0,0,34,0,-34
245,0,0,49,0,-49
246,1,0,6,0,-6
247,1,1,289,1223,934
248,1,0,60,0,-60
249,0,0,180,0,-180
250,1,1,128,1301,1173
251,1,0,49,0,-49
252,1,0,12,0,-12
253,0,0,6,0,-6
254,1,1,226,1687,1461
255,1,0,37,0,-37
256,1,0,65,0,-65
257,1,0,3,0,-3
258,1,1,338,1453,1115
259,1,1,159,2113,1954
260,1,0,149,0,-149
261,0,0,28,0,-28
262,1,0,53,0,-53
263,0,0,73,0,-73
264,1,1,1015,1358,343
265,1,1,382,1717,1335
266,1,1,143,4442,4299
267,1,0,46,0,-46
268,0,0,3,0,-3
269,1,0,52,0,-52
270,1,0,79,0,-79
271,1,0,130,0,-130
272,1,1,398,1257,859
273,0,0,43,0,-43
274,1,1,941,1287,346
275,0,0,25,0,-25
276,0,0,42,0,-42
277,1,1,419,1793,1374
278,1,0,33,0,-33
279,0,0,7,0,-7
280,1,0,22,0,-22
281,0,0,93,0,-93
282,1,0,86,0,-86
283,0,0,1,0,-1
284,1,1,564,3257,2693
285,0,0,114,0,-114
286,1,1,1315,1947,632
287,1,1,482,1236,754
288,0,0,9,0,-9
289,0,0,72,0,-72
290,0,0,61,0,-61
291,1,0,64,0,-64
292,0,0,81,0,-81
293,1,0,174,0,-174
294,1,0,111,0,-111
295,0,0,12,0,-12
296,0,0,97,0,-97
297,0,0,13,0,-13
298,1,1,784,1263,479
299,0,0,59,0,-59
300,1,0,155,0,-155
301,1,0,7,0,-7
302,0,0,1,0,-1
303,1,0,48,0,-48
304,1,1,360,1516,1156
305,0,0,13,0,-13
306,0,0,34,0,-34
307,1,1,68,1653,1585
308,0,0,61,0,-61
309,1,0,29,0,-29
310,1,1,1269,1442,173
311,0,0,8,0,-8
312,0,0,18,0,-18
313,1,1,830,1211,381
314,1,0,51,0,-51
315,1,0,0,0,0
316,1,0,16,0,-16
317,1,0,0,0,0
318,0,0,16,0,-16
319,0,0,19,0,-19
320,1,1,45,1294,1249
321,1,1,121,1223,1102
322,0,0,13,0,-13
323,1,0,64,0,-64
324,0,0,55,0,-55
325,1,0,54,0,-54
326,1,1,1581,1306,-275
327,0,0,10,0,-10
328,1,0,121,0,-121
329,0,0,4,0,-4
330,0,0,15,0,-15
331,0,0,8,0,-8
332,1,1,285,2083,1798
333,0,0,68,0,-68
334,0,0,49,0,-49
335,0,0,37,0,-37
336,1,0,58,0,-58
337,0,0,14,0,-14
338,0,0,73,0,-73
339,1,1,86,1924,1838
340,0,0,275,0,-275
341,0,0,28,0,-28
342,1,1,139,1355,1216
343,0,0,36,0,-36
344,1,0,2,0,-2
345,0,0,70,0,-70
346,1,1,223,1674,1451
347,0,0,4,0,-4
348,1,0,53,0,-53
349,0,0,28,0,-28
350,0,0,46,0,-46
351,1,1,146,1633,1487
352,1,0,33,0,-33
353,1,0,171,0,-171
354,1,1,1352,1382,30
355,1,0,3,0,-3
356,1,0,43,0,-43
357,1,1,1344,1521,177
358,0,0,19,0,-19
359,0,0,37,0,-37
360,0,0,0,0,0
361,0,0,2,0,-2
362,0,0,69,0,-69
363,0,0,4,0,-4
364,1,1,192,2107,1915
365,1,1,120,1574,1454
366,1,1,938,1578,640
367,1,1,1070,2178,1108
368,1,0,10,0,-10
369,1,1,394,1309,915
370,1,1,216,1287,1071
371,0,0,77,0,-77
372,1,0,9,0,-9
373,1,1,345,2312,1967
374,0,0,30,0,-30
375,1,0,72,0,-72
376,1,0,17,0,-17
377,0,0,131,0,-131
378,1,0,19,0,-19
379,1,1,688,1534,846
380,0,0,46,0,-46
381,0,0,108,0,-108
382,0,0,22,0,-22
383,1,1,690,1804,1114
384,1,0,22,0,-22
385,0,0,0,0,0
386,1,1,305,1544,1239
387,0,0,61,0,-61
388,0,0,20,0,-20
389,0,0,28,0,-28
390,1,1,2451,1286,-1165
391,1,0,99,0,-99
392,0,0,29,0,-29
393,0,0,63,0,-63
394,1,0,89,0,-89
395,0,0,47,0,-47
396,0,0,9,0,-9
397,0,0,29,0,-29
398,1,1,93,2263,2170
399,1,0,7,0,-7
400,1,0,2,0,-2
401,1,1,120,1435,1315
402,1,1,251,1828,1577
403,1,1,897,2168,1271
404,1,1,146,1228,1082
405,0,0,12,0,-12
406,1,1,245,1651,1406
407,1,1,442,1266,824
408,0,0,27,0,-27
409,0,0,19,0,-19
410,1,0,24,0,-24
411,1,0,23,0,-23
412,1,1,1296,2262,966
413,1,0,1,0,-1
414,1,1,106,1301,1195
415,1,0,124,0,-124
416,0,0,51,0,-51
417,1,0,70,0,-70
418,1,1,43,1405,1362
419,1,1,244,1568,1324
420,1,0,114,0,-114
421,1,1,511,1303,792
422,0,0,30,0,-30
423,1,0,142,0,-142
424,1,0,49,0,-49
425,1,1,1079,1435,356
426,0,0,36,0,-36
427,0,0,5,0,-5
428,1,0,9,0,-9
429,0,0,19,0,-19
430,1,1,313,1888,1575
431,0,0,7,0,-7
432,1,0,57,0,-57
433,1,0,26,0,-26
434,1,0,56,0,-56
435,1,0,79,0,-79
436,1,0,225,0,-225
437,1,1,655,2458,1803
438,0,0,85,0,-85
439,1,1,3583,1392,-2191
440,0,0,40,0,-40
441,0,0,12,0,-12
442,0,0,36,0,-36
443,1,0,23,0,-23
444,1,1,335,1743,1408
445,1,1,819,1391,572
446,0,0,21,0,-21
447,0,0,82,0,-82
448,0,0,57,0,-57
449,0,0,92,0,-92
450,1,0,58,0,-58
451,0,0,50,0,-50
452,1,1,411,1735,1324
453,1,0,8,0,-8
454,1,1,1977,2458,481
455,0,0,14,0,-14
456,0,0,52,0,-52
457,1,0,54,0,-54
458,1,0,36,0,-36
459,1,0,0,0,0
460,0,0,4,0,-4
461,1,0,6,0,-6
462,1,0,23,0,-23
463,1,0,30,0,-30
464,1,1,376,1222,846
465,1,1,170,1232,1062
466,1,1,441,1241,800
467,0,0,15,0,-15
468,0,0,149,0,-149
469,0,0,26,0,-26
470,0,0,25,0,-25
471,1,0,29,0,-29
472,1,0,33,0,-33
473,1,0,123,0,-123
474,1,0,37,0,-37
475,1,1,1129,1233,104
476,1,0,18,0,-18
477,0,0,26,0,-26
478,1,0,73,0,-73
479,0,0,56,0,-56
480,1,0,48,0,-48
481,1,1,348,1296,948
482,1,0,53,0,-53
483,1,0,181,0,-181
484,0,0,5,0,-5
485,1,1,59,1397,1338
486,1,0,210,0,-210
487,1,0,33,0,-33
488,1,0,46,0,-46
489,1,0,47,0,-47
490,1,1,1107,1844,737
491,0,0,29,0,-29
492,1,0,28,0,-28
493,1,0,5,0,-5
494,0,0,24,0,-24
495,0,0,2,0,-2
496,0,0,121,0,-121
497,0,0,66,0,-66
498,1,1,341,1970,1629
499,1,1,596,1391,795
500,0,0,35,0,-35
501,0,0,89,0,-89
502,0,0,66,0,-66
503,1,0,38,0,-38
504,0,0,18,0,-18
505,1,1,294,1455,1161
506,0,0,13,0,-13
507,0,0,46,0,-46
508,1,0,83,0,-83
509,1,1,410,1228,818
510,1,0,5,0,-5
511,1,0,11,0,-11
512,1,0,115,0,-115
513,1,1,84,1600,1516
514,1,1,186,1704,1518
515,0,0,219,0,-219
516,1,0,162,0,-162
517,1,1,415,1264,849
518,1,1,610,1303,693
519,0,0,36,0,-36
520,1,1,101,1976,1875
521,0,0,16,0,-16
522,0,0,50,0,-50
523,1,0,5,0,-5
524,0,0,21,0,-21
525,1,0,36,0,-36
526,1,0,9,0,-9
527,1,0,43,0,-43
528,0,0,40,0,-40
529,1,1,2064,1209,-855
530,0,0,7,0,-7
531,1,1,1310,1347,37
532,0,0,56,0,-56
533,1,0,8,0,-8
534,1,0,87,0,-87
535,1,1,359,1203,844
536,1,1,576,1278,702
537,0,0,72,0,-72
538,0,0,8,0,-8
539,0,0,2,0,-2
540,0,0,105,0,-105
541,0,0,5,0,-5
542,0,0,16,0,-16
543,1,1,453,1581,1128
544,1,1,929,1264,335
545,1,1,255,1316,1061
546,1,1,668,1242,574
547,0,0,9,0,-9
548,1,1,1185,1264,79
549,0,0,38,0,-38
550,1,0,37,0,-37
551,0,0,142,0,-142
552,0,0,7,0,-7
553,1,0,27,0,-27
554,1,0,8,0,-8
555,0,0,104,0,-104
556,1,0,47,0,-47
557,1,0,67,0,-67
558,1,0,35,0,-35
559,0,0,45,0,-45
560,0,0,138,0,-138
561,1,1,52,2405,2353
562,0,0,9,0,-9
563,0,0,1,0,-1
564,0,0,41,0,-41
565,0,0,162,0,-162
566,1,0,136,0,-136
567,1,0,33,0,-33
568,1,0,36,0,-36
569,0,0,22,0,-22
570,1,0,106,0,-106
571,0,0,70,0,-70
572,1,1,667,1200,533
573,1,1,204,1702,1498
574,1,1,265,1273,1008
575,1,1,43,1759,1716
576,1,1,290,1244,954
577,1,1,1076,2312,1236
578,1,1,178,3244,3066
579,0,0,82,0,-82
580,1,0,3,0,-3
581,1,0,64,0,-64
582,0,0,45,0,-45
583,1,0,3,0,-3
584,1,1,269,1212,943
585,0,0,7,0,-7
586,1,1,1013,2183,1170
587,0,0,26,0,-26
588,1,1,90,1274,1184
589,0,0,11,0,-11
590,1,1,11,1480,1469
591,0,0,11,0,-11
592,1,1,76,1250,1174
593,0,0,9,0,-9
594,1,0,7,0,-7
595,0,0,57,0,-57
596,1,1,17,1300,1283
597,0,0,16,0,-16
598,0,0,78,0,-78
599,0,0,55,0,-55
600,1,1,985,1273,288
601,1,1,1618,1380,-238
602,1,1,20,1888,1868
603,0,0,35,0,-35
604,1,1,255,1232,977
605,1,1,394,1531,1137
606,0,0,67,0,-67
607,1,0,42,0,-42
608,0,0,12,0,-12
609,0,0,17,0,-17
610,1,0,178,0,-178
611,1,0,52,0,-52
612,0,0,59,0,-59
613,1,0,47,0,-47
614,0,0,59,0,-59
615,1,1,54,1587,1533
616,1,0,106,0,-106
617,1,1,728,1673,945
618,1,0,26,0,-26
619,1,0,19,0,-19
620,1,1,1180,1911,731
621,0,0,16,0,-16
622,0,0,78,0,-78
623,1,1,184,1488,1304
624,1,1,1269,1300,31
625,0,0,162,0,-162
626,1,0,54,0,-54
627,0,0,47,0,-47
628,1,0,27,0,-27
629,1,0,151,0,-151
630,1,1,456,3461,3005
631,1,0,78,0,-78
632,0,0,62,0,-62
633,0,0,2,0,-2
634,1,1,335,1419,1084
635,1,1,1113,2443,1330
636,0,0,6,0,-6
637,1,0,112,0,-112
638,1,0,28,0,-28
639,1,0,32,0,-32
640,1,0,33,0,-33
641,1,0,5,0,-5
642,1,0,3,0,-3
643,1,1,56,1357,1301
644,1,0,39,0,-39
645,1,0,51,0,-51
646,1,1,311,5608,5297
647,0,0,65,0,-65
648,1,1,629,1729,1100
649,0,0,3,0,-3
650,1,0,66,0,-66
651,1,0,22,0,-22
652,1,1,1277,1739,462
653,1,0,7,0,-7
654,0,0,97,0,-97
655,0,0,2,0,-2
656,1,0,0,0,0
657,0,0,6,0,-6
658,0,0,3,0,-3
659,1,0,0,0,0
660,1,1,806,1342,536
661,1,1,209,1214,1005
662,0,0,56,0,-56
663,1,1,203,1890,1687
664,1,1,34,1448,1414
665,1,0,142,0,-142
666,0,0,56,0,-56
667,1,1,392,1352,960
668,1,0,35,0,-35
669,0,0,124,0,-124
670,1,1,210,1390,1180
671,0,0,35,0,-35
672,1,0,100,0,-100
673,0,0,35,0,-35
674,1,1,527,1411,884
675,1,0,50,0,-50
676,0,0,0,0,0
677,1,1,934,2051,1117
678,1,0,222,0,-222
679,1,1,58,1512,1454
680,1,1,484,2298,1814
681,1,1,423,1926,1503
682,0,0,49,0,-49
683,0,0,63,0,-63
684,0,0,17,0,-17
685,0,0,65,0,-65
686,0,0,66,0,-66
687,1,0,8,0,-8
688,1,1,236,1496,1260
689,0,0,5,0,-5
690,1,0,21,0,-21
691,1,1,1490,1224,-266
692,0,0,62,0,-62
693,1,0,61,0,-61
694,0,0,63,0,-63
695,0,0,27,0,-27
696,1,0,12,0,-12
697,1,0,114,0,-114
698,1,1,519,1426,907
699,1,0,11,0,-11
700,1,1,156,1224,1068
701,1,1,394,2054,1660
702,1,1,283,1569,1286
703,1,0,109,0,-109
704,0,0,10,0,-10
705,1,1,168,1381,1213
706,0,0,57,0,-57
707,1,0,17,0,-17
708,1,1,348,2178,1830
709,1,0,74,0,-74
710,0,0,19,0,-19
711,0,0,19,0,-19
712,1,0,16,0,-16
713,0,0,22,0,-22
714,1,1,1330,1839,509
715,1,1,116,1540,1424
716,1,1,1404,2235,831
717,1,1,738,1643,905
718,1,0,133,0,-133
719,1,0,35,0,-35
720,1,0,42,0,-42
721,1,1,189,1349,1160
722,1,1,27,1320,1293
723,0,0,35,0,-35
724,0,0,52,0,-52
725,1,0,7,0,-7
726,1,0,150,0,-150
727,1,0,4,0,-4
728,1,0,49,0,-49
729,1,1,369,1326,957
730,0,0,17,0,-17
731,0,0,11,0,-11
732,0,0,24,0,-24
733,0,0,183,0,-183
734,1,0,8,0,-8
735,1,1,207,1215,1008
736,1,0,3,0,-3
737,1,0,116,0,-116
738,1,1,271,1257,986
739,1,1,548,1214,666
740,1,1,507,1226,719
741,1,0,42,0,-42
742,1,0,26,0,-26
743,0,0,9,0,-9
744,0,0,6,0,-6
745,0,0,31,0,-31
746,0,0,0,0,0
747,0,0,3,0,-3
748,0,0,11,0,-11
749,1,1,146,1516,1370
750,1,0,5,0,-5
751,0,0,13,0,-13
752,1,1,430,1243,813
753,1,1,172,1226,1054
754,1,0,16,0,-16
755,1,1,322,2896,2574
756,1,0,20,0,-20
757,0,0,22,0,-22
758,1,0,21,0,-21
759,1,0,59,0,-59
760,1,1,62,1339,1277
761,0,0,109,0,-109
762,0,0,73,0,-73
763,0,0,33,0,-33
764,1,0,190,0,-190
765,0,0,28,0,-28
766,0,0,50,0,-50
767,1,0,45,0,-45
768,1,1,123,1410,1287
769,0,0,0,0,0
770,1,1,843,4411,3568
771,0,0,78,0,-78
772,0,0,167,0,-167
773,0,0,46,0,-46
774,1,1,125,1375,1250
775,0,0,4,0,-4
776,0,0,1,0,-1
777,1,1,201,1675,1474
778,1,1,425,1446,1021
779,0,0,39,0,-39
780,1,1,931,1293,362
781,1,0,22,0,-22
782,1,1,753,1506,753
783,1,0,14,0,-14
784,1,0,34,0,-34
785,1,0,11,0,-11
786,1,1,202,2012,1810
787,0,0,4,0,-4
788,1,1,59,1268,1209
789,0,0,42,0,-42
790,0,0,99,0,-99
791,0,0,3,0,-3
792,1,0,15,0,-15
793,1,1,583,1860,1277
794,0,0,50,0,-50
795,0,0,14,0,-14
796,0,0,29,0,-29
797,1,1,611,1323,712
798,0,0,41,0,-41
799,0,0,43,0,-43
800,0,0,19,0,-19
801,1,0,2,0,-2
802,1,1,696,1262,566
803,0,0,100,0,-100
804,1,0,159,0,-159
805,1,1,101,1328,1227
806,1,1,184,1521,1337
807,0,0,15,0,-15
808,1,0,4,0,-4
809,1,0,10,0,-10
810,0,0,5,0,-5
811,1,1,428,1271,843
812,1,0,54,0,-54
813,0,0,4,0,-4
814,1,0,62,0,-62
815,1,1,253,1535,1282
816,0,0,77,0,-77
817,0,0,63,0,-63
818,1,0,37,0,-37
819,1,0,32,0,-32
820,1,1,507,1696,1189
821,0,0,61,0,-61
822,0,0,45,0,-45
823,0,0,17,0,-17
824,0,0,16,0,-16
825,1,1,389,1208,819
826,1,0,63,0,-63
827,0,0,36,0,-36
828,0,0,0,0,0
829,0,0,121,0,-121
830,0,0,18,0,-18
831,1,0,17,0,-17
832,1,1,594,1215,621
833,1,0,55,0,-55
834,1,1,1255,1307,52
835,0,0,14,0,-14
836,0,0,58,0,-58
837,1,1,601,1588,987
838,0,0,42,0,-42
839,0,0,30,0,-30
840,0,0,20,0,-20
841,0,0,26,0,-26
842,0,0,69,0,-69
843,1,0,33,0,-33
844,0,0,20,0,-20
845,0,0,47,0,-47
846,0,0,26,0,-26
847,0,0,41,0,-41
848,1,1,67,1314,1247
849,0,0,8,0,-8
850,1,0,21,0,-21
851,0,0,46,0,-46
852,1,0,12,0,-12
853,0,0,40,0,-40
854,1,1,210,1504,1294
855,1,0,29,0,-29
856,1,0,93,0,-93
857,1,1,233,1309,1076
858,1,0,32,0,-32
859,1,1,874,1325,451
860,0,0,57,0,-57
861,1,0,114,0,-114
862,0,0,19,0,-19
863,1,1,40,1902,1862
864,1,0,258,0,-258
865,0,0,30,0,-30
866,1,0,16,0,-16
867,1,1,408,1819,1411
868,1,1,442,1202,760
869,1,1,105,1521,1416
870,1,0,15,0,-15
871,1,0,111,0,-111
872,0,0,220,0,-220
873,1,0,47,0,-47
874,0,0,5,0,-5
875,0,0,10,0,-10
876,0,0,52,0,-52
877,1,1,68,1325,1257
878,0,0,9,0,-9
879,0,0,141,0,-141
880,1,1,363,1293,930
881,1,0,58,0,-58
882,1,0,12,0,-12
883,1,1,883,1248,365
884,0,0,76,0,-76
885,1,1,392,1978,1586
886,1,1,667,2003,1336
887,0,0,103,0,-103
888,1,1,425,1482,1057
889,0,0,7,0,-7
890,0,0,7,0,-7
891,1,1,54,1586,1532
892,0,0,172,0,-172
893,1,1,145,1380,1235
894,1,1,26,2755,2729
895,1,0,148,0,-148
896,1,0,45,0,-45
897,1,0,37,0,-37
898,1,0,155,0,-155
899,1,1,285,1322,1037
900,0,0,84,0,-84
901,1,0,6,0,-6
902,1,1,844,1512,668
903,1,0,16,0,-16
904,0,0,6,0,-6
905,0,0,5,0,-5
906,1,1,126,1200,1074
907,0,0,95,0,-95
908,1,1,997,1337,340
909,1,0,131,0,-131
910,0,0,24,0,-24
911,1,0,5,0,-5
912,1,1,745,1410,665
913,1,1,839,2161,1322
914,1,0,142,0,-142
915,1,0,229,0,-229
916,1,1,237,1373,1136
917,0,0,65,0,-65
918,1,0,14,0,-14
919,0,0,298,0,-298
920,1,1,1861,2159,298
921,0,0,37,0,-37
922,0,0,102,0,-102
923,1,1,185,1399,1214
924,0,0,19,0,-19
925,0,0,17,0,-17
926,1,1,1479,1247,-232
927,1,1,119,1308,1189
928,1,0,44,0,-44
929,1,0,3,0,-3
930,1,0,93,0,-93
931,1,0,10,0,-10
932,1,1,151,1231,1080
933,1,0,27,0,-27
934,0,0,96,0,-96
935,1,0,3,0,-3
936,1,1,1017,2038,1021
937,0,0,27,0,-27
938,1,0,50,0,-50
939,1,1,572,1267,695
940,1,0,58,0,-58
941,0,0,13,0,-13
942,1,1,196,1308,1112
943,0,0,43,0,-43
944,0,0,138,0,-138
945,1,1,142,1556,1414
946,1,0,36,0,-36
947,0,0,144,0,-144
948,0,0,7,0,-7
949,0,0,24,0,-24
950,0,0,87,0,-87
951,1,0,23,0,-23
952,1,0,67,0,-67
953,1,1,310,1374,1064
954,0,0,14,0,-14
955,0,0,10,0,-10
956,1,1,192,1252,1060
957,1,1,838,1219,381
958,0,0,62,0,-62
959,1,1,179,1652,1473
960,1,1,371,1200,829
961,1,0,8,0,-8
962,1,0,92,0,-92
963,0,0,116,0,-116
964,0,0,14,0,-14
965,0,0,180,0,-180
966,1,0,13,0,-13
967,1,0,5,0,-5
968,0,0,112,0,-112
969,1,1,80,1247,1167
970,1,1,38,1250,1212
971,1,1,444,1438,994
972,1,0,10,0,-10
973,1,1,572,1895,1323
974,0,0,49,0,-49
975,1,0,144,0,-144
976,0,0,9,0,-9
977,0,0,3,0,-3
978,1,0,9,0,-9
979,0,0,4,0,-4
980,1,0,17,0,-17
981,1,1,260,1286,1026
982,1,1,341,1328,987
983,0,0,96,0,-96
984,0,0,26,0,-26
985,1,0,68,0,-68
986,1,1,2123,1503,-620
987,0,0,48,0,-48
988,1,1,490,1442,952
989,0,0,18,0,-18
990,1,1,1672,1296,-376
991,1,1,861,2054,1193
992,0,0,95,0,-95
993,0,0,9,0,-9
994,0,0,62,0,-62
995,1,0,1,0,-1
996,0,0,28,0,-28
997,1,0,17,0,-17
998,0,0,153,0,-153
999,0,0,84,0,-84
1000,1,1,673,1266,593
1001,1,1,323,1748,1425
1002,0,0,29,0,-29
1003,0,0,30,0,-30
1004,1,1,1222,1211,-11
1005,1,1,55,1222,1167
1006,1,0,27,0,-27
1007,1,1,36,1453,1417
1008,0,0,38,0,-38
1009,1,1,1005,1276,271
1010,0,0,73,0,-73
1011,1,0,44,0,-44
1012,1,1,1327,2006,679
1013,1,1,316,2301,1985
1014,0,0,103,0,-103
1015,1,1,86,1342,1256
1016,1,1,102,1572,1470
1017,1,1,1901,1545,-356
1018,1,1,152,1362,1210
1019,0,0,32,0,-32
1020,0,0,33,0,-33
1021,1,0,20,0,-20
1022,1,1,418,1232,814
1023,1,1,57,1243,1186
1024,1,1,294,1227,933
1025,1,0,7,0,-7
1026,1,0,7,0,-7
1027,1,0,11,0,-11
1028,1,1,69,2573,2504
1029,1,1,423,2027,1604
1030,0,0,52,0,-52
1031,1,0,31,0,-31
1032,0,0,57,0,-57
1033,0,0,39,0,-39
1034,0,0,33,0,-33
1035,1,0,172,0,-172
1036,0,0,0,0,0
1037,1,0,16,0,-16
1038,1,0,28,0,-28
1039,1,1,374,1346,972
1040,1,1,594,1502,908
1041,1,0,2,0,-2
1042,1,1,3,1446,1443
1043,1,1,10,1861,1851
1044,1,0,32,0,-32
1045,1,1,705,1558,853
1046,0,0,69,0,-69
1047,0,0,45,0,-45
1048,1,0,234,0,-234
1049,0,0,55,0,-55
