ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
29,25,31362.19833321688,0.06775515013551879,1,970,6514,1731,7275
30,48,36834.427727129274,0.20657760032845066,1,4934,7314,1482,3862
31,37,26624.638900540886,0.032474333314987495,1,158,7633,2101,9576
32,19,21455.880594079103,0.13892869440582414,1,810,44395,1768,45353
33,24,22581.586796036576,0.04087922288371984,0,2,0,0,-2
34,41,26246.605736231424,0.04095003345140185,1,44,7969,2044,9969
35,36,28054.24113962269,0.418470619771897,1,500,8511,1456,9467
36,25,46001.17624064183,0.3372832302599564,1,143,6149,1769,7775
37,71,30053.663743398363,0.026997757444740794,1,167,8011,2585,10429
38,59,26294.999050192775,0.032696895056491704,1,868,12817,2005,13954
39,39,20720.374211265473,0.015814366506768467,1,473,6003,1947,7477
40,64,25983.232405038314,0.10676132396142457,0,109,0,0,-109
41,47,23319.52248778782,0.05687154120353321,0,43,0,0,-43
42,64,20116.232069524605,0.0649576895221497,1,1005,6791,1465,7251
43,27,55400.5986368038,0.034650844674612734,1,21,7924,2268,10171
44,32,24542.86389482634,0.3474963490567736,1,808,9889,1565,10646
45,75,30099.62907799659,0.10927189812297854,1,382,12914,1478,14010
46,52,21064.551551424564,0.29950570800348675,1,1146,6232,1503,6589
47,19,33438.861319714975,0.11225920924684932,1,229,15403,1696,16870
48,38,21570.434277159322,0.0783590544060781,1,136,7733,1991,9588
49,32,20698.187323213995,0.2526306210048655,0,19,0,0,-19
50,21,28136.61924512744,0.19909608403949092,0,11,0,0,-11
51,64,20947.077261741066,0.06786514312575788,1,683,5363,1488,6168
52,41,25153.458298057318,0.18974626932978736,1,601,7923,1481,8803
53,25,24889.86372590761,0.07294007582319027,1,934,5410,2353,6829
54,73,20202.93912753425,0.08943645467136788,1,157,13363,1477,14683
55,21,29198.61622929816,0.093060458705993,0,11,0,0,-11
56,41,26543.281914780317,0.24850901755577215,0,35,0,0,-35
57,21,70600.76470478885,0.1877787869696765,1,508,6446,1849,7787
58,72,50302.361022317826,0.4934688374287478,1,294,5837,1882,7425
59,33,56602.584702184045,0.08557941894422967,1,738,11291,1634,12187
60,38,23602.724301719023,0.1713710513189788,1,131,28055,1987,29911
61,62,24237.739520688,0.03499340119520899,0,61,0,0,-61
62,46,26309.09537892652,0.2415506374462959,1,435,5352,1484,6401
63,36,25400.60793546827,0.06387872882075164,1,1040,5490,1503,5953
64,52,21610.48362446884,0.13167368966083368,1,187,6939,1556,8308
65,73,23358.68138869005,0.5114850140740728,0,29,0,0,-29
66,39,23536.518362752355,0.06997065428063194,1,152,5472,2075,7395
67,18,25159.119345261835,0.07317975352913159,1,195,7800,2897,10502
68,48,27990.99230868914,0.009700398235566976,0,68,0,0,-68
69,74,21570.894563638994,0.04817188833244644,1,121,16609,1703,18191
70,75,23955.768508684632,0.018643418856579795,1,724,16941,1468,17685
71,34,23328.862187818046,0.2548872959842332,1,298,18088,1522,19312
72,41,21406.847294539926,0.0017707109255496371,1,382,6054,3017,8689
73,24,22762.13725440501,0.047365916055593066,1,447,11371,2007,12931
74,35,21008.00273856114,0.35043665609143954,1,1265,6953,1751,7439
75,22,26386.499684943567,0.026698870691121417,0,60,0,0,-60
76,23,31350.3655666048,0.02277630267813246,1,159,9173,5586,14600
77,18,26380.14390955212,0.1581005699582546,0,33,0,0,-33
78,32,20312.282133963527,0.019485935286670596,1,345,8334,2503,10492
79,35,21048.083705387624,0.02884555545314964,1,1097,5362,2857,7122
80,57,21608.214231270606,0.022746210951615962,1,136,32371,1487,33722
81,32,24756.14472029019,0.07736153224057311,1,227,5967,1804,7544
82,38,22966.67468329733,0.10604507732565034,1,217,10374,1591,11748
83,66,31067.196585697468,0.32289095155657765,1,1438,6272,1837,6671
84,34,32391.949458008665,0.03969355240027637,0,32,0,0,-32
85,74,20464.107301154076,0.2790362800231757,1,475,5263,1449,6237
86,63,21060.50988507528,0.009134842678064171,1,151,6976,1535,8360
87,62,27334.62550001882,0.2221617839215508,1,931,10873,1447,11389
88,53,27377.492460229732,0.07463503866447643,1,185,6034,1652,7501
89,30,24382.28740166947,0.4038403637535033,1,91,21441,1478,22828
90,20,25266.252382786373,0.015511564865958382,0,74,0,0,-74
91,29,31294.510353787733,0.1831860311845538,1,197,6451,1456,7710
92,39,23286.569951055593,0.1613330996876662,1,153,5761,2046,7654
93,36,33497.848169330944,0.04477375411766785,0,7,0,0,-7
94,18,51682.13739629032,0.19841553225671513,1,89,7174,1596,8681
95,43,20936.964957432137,0.009796831018556738,0,11,0,0,-11
96,18,21977.201569162502,0.10151337613072618,0,129,0,0,-129
97,47,21496.16428887731,0.06198154138268619,0,66,0,0,-66
98,58,22720.50212408008,0.5223132597571163,0,63,0,0,-63
99,73,22100.634005608626,0.0008812459280105524,1,48,11707,1683,13342
100,60,38905.51870128218,0.03614051654964873,1,1002,5881,3563,8442
101,74,46855.44077848305,0.2605892117767834,1,291,6515,1721,7945
102,69,20846.747856406288,0.030126050663938284,1,455,10817,2279,12641
103,18,28951.800009362538,0.048008844703608444,1,122,6774,2238,8890
104,68,47821.433101864284,0.005281996473494673,1,361,14681,2216,16536
105,23,23678.360523393763,0.054612074263385144,1,1597,7836,1514,7753
106,66,39357.801769913465,0.24723242561487202,1,788,7707,2412,9331
107,21,22552.21839634756,0.0645200876744442,1,192,10248,1506,11562
108,54,29381.53043114796,0.2080575614556716,1,474,9078,1521,10125
109,26,21408.35470682904,0.1863906654094085,1,39,8433,1959,10353
110,39,41178.52164932118,0.04322084947363671,1,858,9657,1865,10664
111,18,27284.75756708359,0.018795018555973552,1,245,11020,1810,12585
112,25,36755.85497844831,0.13659974287287413,0,3,0,0,-3
113,20,28364.434822425887,0.13402349186297277,0,192,0,0,-192
114,30,51832.280933075854,0.047094630075839174,0,115,0,0,-115
115,30,34946.52407896659,0.4096130329987258,0,38,0,0,-38
116,58,25168.587738375238,0.021978664770037338,1,1623,8993,1710,9080
117,33,25952.75966243238,0.11652725935594327,0,22,0,0,-22
118,46,28350.82114999631,0.16919039761468355,0,106,0,0,-106
119,18,35600.26272214255,0.03670066413101487,1,443,8436,1456,9449
120,75,24147.09331986554,0.06670131832277064,1,986,6358,2456,7828
121,23,22365.326733228823,0.018806402258781975,1,617,5600,2430,7413
122,27,22508.918479818854,0.056851724797944155,1,190,6765,2172,8747
123,32,32065.998287186496,0.28632752119196303,1,592,5665,1725,6798
124,22,26331.723924275597,0.04033522462202959,1,689,6973,2142,8426
125,55,26690.751567938223,0.06208900409391448,1,212,8123,2303,10214
126,74,29934.298922586775,0.37837740179360946,0,117,0,0,-117
127,72,22996.633804228986,0.05422689820356378,1,39,8859,2561,11381
128,55,28349.90934354916,0.0848442283226701,1,130,9302,2105,11277
129,21,24375.193003490895,0.12734190001047027,1,684,6071,2051,7438
130,19,21321.941643977232,0.06178751081744138,1,197,10368,2064,12235
131,40,28636.8518727149,0.024273694323696398,1,357,11059,3645,14347
132,40,33483.61217636539,0.12196573543423539,1,354,5682,3133,8461
133,42,28578.61757352074,0.0017692042382253894,1,90,23882,1835,25627
134,43,20735.77543799795,0.34155750621733666,1,534,5737,2512,7715
135,48,21448.063841787094,0.09701196717575003,1,617,5318,1816,6517
136,18,20423.239956923433,0.014358367506828812,1,286,11093,2023,12830
137,26,31444.38999153897,0.06957426620113374,1,90,5951,1494,7355
138,56,58395.013774132814,0.08055005400692393,1,456,18711,2067,20322
139,27,23872.552093682167,0.013174254584820544,0,62,0,0,-62
140,57,29129.922286690788,0.050615718553815615,1,112,7763,1731,9382
141,69,21511.576318477542,0.290106906650489,1,459,10541,1720,11802
142,52,33372.44956570292,0.15558069273725886,0,72,0,0,-72
143,47,25740.154798810057,0.12235699706766563,0,89,0,0,-89
144,40,23338.051666120373,0.04732087752976473,1,355,19227,1522,20394
145,40,25273.716323378365,0.08762960736063428,0,40,0,0,-40
146,30,20757.900365004163,0.06743335164582807,1,83,15108,2157,17182
147,26,53300.835243995396,0.24101522792357546,1,314,8045,2602,10333
148,52,21575.90550370981,0.02088876707602749,0,12,0,0,-12
149,20,23422.9781624096,0.06648198229800086,1,59,17049,2106,19096
150,32,24872.534444447534,0.3479656191627076,1,230,5556,3096,8422
151,27,20725.131714696545,0.22242923509049514,0,32,0,0,-32
152,21,20134.36719500525,0.022171855141140284,1,343,6839,2284,8780
153,21,80480.59141158474,0.09873452798431497,0,24,0,0,-24
154,24,35605.47715370611,0.0015425148352082713,1,404,5772,1576,6944
155,35,39146.826220455776,0.08816716584017961,1,462,6802,2227,8567
156,68,77288.52813281085,0.13875272226735927,1,329,7148,1493,8312
157,31,24456.997724735575,0.17179918275109995,0,8,0,0,-8
158,45,21297.5928937821,0.09072081096586626,1,946,5629,1572,6255
159,18,27211.563391657193,0.09368994446133329,1,39,5638,2754,8353
160,44,26994.321922499646,0.022904662189036085,1,1117,5261,1441,5585
161,23,22265.510729111582,0.08285279167336987,0,57,0,0,-57
162,21,21122.419856060682,0.010127516656983764,1,309,6036,2903,8630
163,22,21043.402226231803,0.3684665748901189,1,1035,5810,1567,6342
164,42,21762.302097130578,0.06362188017996039,1,110,8745,1748,10383
165,48,41104.55029962955,0.15322697335831498,1,367,5244,2735,7612
166,24,26296.840293328492,0.08112477823630082,1,926,5335,1678,6087
167,46,30869.553867594834,0.4355082786285073,1,604,8194,1449,9039
168,28,20331.16780902736,0.03419160954803112,1,110,23572,2375,25837
169,58,24622.132706458702,0.020933144071518386,1,29,5297,1550,6818
170,59,29228.180311299653,0.27878372926232337,1,890,5358,1490,5958
171,37,42790.460587511545,0.05148733513477339,1,623,6418,1458,7253
172,45,26838.59796094905,0.5661486863127763,0,58,0,0,-58
173,49,21932.35249696301,0.008920084596277255,1,539,5295,1650,6406
174,27,34312.78923803756,0.053430867756585905,1,537,9638,2446,11547
175,20,27349.45287891845,0.10618078445924321,1,1226,5751,2084,6609
176,25,25344.24833934784,0.06661175490295136,1,342,14604,2774,17036
177,54,21624.59440107936,0.031924041525876586,0,67,0,0,-67
178,53,23073.290162884445,0.22138413080198796,1,620,9979,1461,10820
179,21,32377.575874220955,0.22251781182557814,1,173,5505,2089,7421
180,25,20913.112001845737,0.05896561271380105,1,1825,8032,1505,7712
181,45,29365.655091569388,0.06680515907654902,1,614,5577,1943,6906
182,47,24026.594449645763,0.25142259936475914,0,97,0,0,-97
183,22,31215.25575874398,0.04413042887882941,0,23,0,0,-23
184,28,20702.089611623363,0.19964256713004208,0,9,0,0,-9
185,53,20010.56339946331,0.044861572277905534,1,483,5249,5347,10113
186,53,27908.034779023485,0.20718847864330284,0,87,0,0,-87
187,24,20565.98069056797,0.08549753198576113,1,78,6476,1455,7853
188,67,20220.42416489775,0.19233212090761664,1,752,6279,1481,7008
189,57,29836.788389857556,0.13428347351284367,0,55,0,0,-55
190,68,24593.552050097103,0.0960413190762627,1,293,11233,1498,12438
191,41,21387.22120491475,0.11380552691168352,1,118,5526,3008,8416
192,25,27139.88557621384,0.27109379567787795,1,545,5377,1666,6498
193,30,21187.578653837732,0.32215753605656355,0,5,0,0,-5
194,18,46931.041109636906,0.3151861528656341,1,472,6498,1873,7899
195,50,37928.856650025155,0.012804478045982958,1,180,5252,1539,6611
196,38,42910.74584596535,0.2831614365112309,1,1401,8376,1561,8536
197,28,23761.862869049724,0.08325322248340716,1,278,12870,1778,14370
198,37,23762.560088073675,0.2678808797027757,1,878,6167,1576,6865
199,19,21194.189408305596,0.02976124323551312,1,258,6731,1475,7948
200,37,27926.20795694404,0.05910858261166797,1,594,15988,1472,16866
201,71,23064.457618378976,0.16387237628500087,1,499,7739,1606,8846
202,35,22036.21008938487,0.07880747428931761,1,321,5849,1745,7273
203,21,35701.42486850248,0.17105067657054362,0,24,0,0,-24
204,19,20094.580527983715,0.08935664093276394,1,2305,8014,1592,7301
205,35,22379.315413458422,0.04409754932036443,1,278,7906,3141,10769
206,25,26532.881299867902,0.1058293736735373,0,28,0,0,-28
207,51,20706.223618071046,0.07879665254144237,1,248,5682,1489,6923
208,21,22313.668432034476,0.3297174116856819,0,52,0,0,-52
209,24,116149.51923162054,0.14974371100267844,1,572,13516,2181,15125
210,36,32375.639301608993,0.2070950531826856,0,2,0,0,-2
211,44,25286.22543554472,0.20898783235444793,0,51,0,0,-51
212,21,25398.695281988716,0.04658433451003937,1,134,7329,1479,8674
213,23,23511.421328699707,0.053450054985566896,1,86,9868,2184,11966
214,33,20593.97949364282,0.06313723635924234,0,16,0,0,-16
215,68,21043.19023893579,0.008517991147436737,1,155,5662,2045,7552
216,18,28176.6561658598,0.025326197384301082,1,290,12972,2037,14719
217,56,22643.16632665661,0.19413762190866776,1,221,12166,2243,14188
218,37,45509.1680215071,0.05450894519528804,0,21,0,0,-21
219,60,249615.89221086286,0.1827413330673831,1,270,13551,2362,15643
220,24,23573.878844286424,0.03906294294320896,1,145,13401,3087,16343
221,20,22823.065130021634,0.06283891437008027,1,110,6663,2071,8624
222,56,23154.238565912372,0.012700025838193617,1,773,9208,1664,10099
223,44,55309.04973807275,0.08761134139985773,1,2380,7860,1508,6988
224,46,29176.10156518553,0.17827174993313613,1,1661,16067,1601,16007
225,56,20100.390977523977,0.02339491402857242,1,298,5246,2458,7406
226,35,20264.223445399497,0.051811893048055696,1,262,6573,8372,14683
227,29,46135.37101266458,0.16506024174617495,0,4,0,0,-4
228,29,23117.38327757025,0.03680961069020279,1,101,9806,1975,11680
229,38,27891.97544959508,0.2741608160749296,1,835,18271,2655,20091
230,32,21299.20611176938,0.03168911051070843,1,615,14403,1650,15438
231,48,20519.450275612253,0.1889307406274787,1,491,9105,2241,10855
232,38,22946.22909087255,0.06799761284091718,0,225,0,0,-225
233,22,27037.929871202286,0.11681977018513146,1,1185,6223,1624,6662
234,31,53947.64654351734,0.16459299557239562,1,702,6395,3915,9608
235,63,32044.056168105537,0.1418826998159043,1,2119,7867,1832,7580
236,35,44745.12024119403,0.21849989945683101,1,645,5985,1811,7151
237,21,33562.00983387712,0.014395675203096921,1,136,5882,1686,7432
238,25,41354.47236512003,0.2735925913074553,0,5,0,0,-5
239,62,27355.023331355293,0.09234474273344945,1,283,10309,1546,11572
240,31,29447.69714125949,0.16882160226131834,1,264,53722,3958,57416
241,66,20406.646534431988,0.26923662906347806,0,22,0,0,-22
242,66,20807.931489522325,0.12284251541525419,0,36,0,0,-36
243,21,28200.99061987414,0.08548803498515359,1,128,7419,1829,9120
244,55,26447.26433446529,0.0013751471056184302,0,30,0,0,-30
245,21,21785.931026888487,0.06344603770333902,1,324,6886,3354,9916
246,63,50958.8684408753,0.056525859358277385,1,243,11011,3514,14282
247,30,28865.97993265678,0.0905368492127532,1,561,7016,2240,8695
248,51,20385.142562809782,0.21256481359289162,0,71,0,0,-71
249,68,24210.690144723387,0.18506651173592892,0,15,0,0,-15
250,38,30929.71489361725,0.0499334201307606,1,84,7415,6005,13336
251,60,22057.647184323007,0.07537250559121063,1,2857,9319,1516,7978
252,58,23114.356583743007,0.1747617019014205,0,7,0,0,-7
253,19,41136.987797994254,0.14921711792595582,1,579,6194,2088,7703
254,28,183560.05024864513,0.20464698149440166,0,91,0,0,-91
255,36,30380.4789987951,0.30294493563793323,0,6,0,0,-6
256,26,20931.353548747757,0.012972945522267527,1,245,16667,1760,18182
257,30,34438.468632772296,0.23534500507811684,0,104,0,0,-104
258,56,23375.470352958113,0.11585207634120961,1,731,5843,1817,6929
259,31,21682.717178526822,0.06464629193469007,1,482,8696,2362,10576
260,50,21035.43672956603,0.1268109403308107,1,168,5562,1452,6846
261,57,45055.118285248056,0.42887528718651635,0,14,0,0,-14
262,20,35692.25674629992,0.08965935874159874,0,116,0,0,-116
263,70,44146.324142531616,0.04569950250734341,1,1123,6088,1843,6808
264,41,23963.431282629677,0.08286757671705754,1,109,6999,2192,9082
265,24,42163.80690778457,0.011178009910562866,1,684,6952,3678,9946
266,44,20059.95646686031,0.027012820883821814,1,3472,26325,1590,24443
267,51,21709.794528270322,0.0745666737083306,1,146,6840,1886,8580
268,23,23165.244467158358,0.09262277709674573,1,79,9285,2379,11585
269,73,32957.48879916379,0.06708791634336554,1,738,5618,4421,9301
270,55,21194.645497554382,0.29974318678616024,0,11,0,0,-11
271,18,33045.814086177845,0.1625972450525952,1,14,5364,1456,6806
272,33,30790.273698144483,0.04770650401643351,0,74,0,0,-74
273,39,28566.170111914846,0.46294097039355486,1,1221,6173,2499,7451
274,58,23344.07904995045,0.1659817214092769,1,14,7018,1575,8579
275,38,23762.244699361483,0.2569155405251462,1,126,11151,1636,12661
276,58,33599.35809378504,0.21602769022294832,0,18,0,0,-18
277,22,22060.65431493518,0.2651359693661287,1,1286,15951,1452,16117
278,53,24765.5948204548,0.2320497087506119,1,402,5340,1879,6817
279,66,20104.44986188626,0.034124207110969244,1,1255,5602,1790,6137
280,22,20080.57894039097,0.036093190941728484,1,553,5352,2250,7049
281,34,24050.38779685108,0.36489799698866004,1,155,6871,1461,8177
282,24,33126.585680717915,0.19146357134705536,0,71,0,0,-71
283,22,22683.404534831734,0.01794905171872935,0,1,0,0,-1
284,67,22105.523060591182,0.22392594453961348,0,75,0,0,-75
285,69,25592.696107656742,0.3129872614966299,1,354,5489,3499,8634
286,22,30315.12010882592,0.10491111196612404,1,720,12991,1462,13733
287,34,28587.107199328973,0.10955726077504356,1,225,5774,3093,8642
288,55,20065.88227043279,0.13614743627242598,1,201,6926,2519,9244
289,33,29036.24323334324,0.04498176999770365,0,25,0,0,-25
290,55,28314.174176054155,0.3125914188637083,1,141,17545,1624,19028
291,60,20430.982931038663,0.03767415084964088,1,531,5297,1565,6331
292,21,22164.79238683202,0.19025877497927524,1,224,6309,2045,8130
293,43,32848.10236824151,0.03551634456523541,1,1285,7362,4227,10304
294,32,21865.98047684887,0.011377185552229647,1,133,5633,1714,7214
295,32,33561.49516267637,0.08752952491066839,1,323,5635,2070,7382
296,75,20716.658129408326,0.23141226424743364,1,96,9092,2103,11099
297,40,20785.66208948876,0.18686766564717083,1,465,6215,2170,7920
298,53,20432.7289268479,0.015086679000832798,1,565,9064,2894,11393
299,59,20845.746557437556,0.0032587116172252124,1,28,8594,1524,10090
300,50,31734.501468556868,0.13324674549189378,1,151,9891,1893,11633
301,28,21422.566742181385,0.11544205652462734,1,1088,9575,1980,10467
302,50,22019.45600924446,0.12904762728001007,0,23,0,0,-23
303,20,65329.73977752139,0.02578014249458079,1,672,9056,1565,9949
304,59,75541.54019158715,0.10178589154352141,1,391,7626,1517,8752
305,55,25041.00052016182,0.05753531751362484,1,39,6308,3436,9705
306,42,24929.947161861335,0.25165625445989465,0,59,0,0,-59
307,23,22894.404386555885,0.046269781411745585,1,375,5931,1765,7321
308,39,27153.68913511833,0.042105245703811474,1,1096,8531,4761,12196
309,29,39963.09149369408,0.08577788567939545,1,136,8314,1467,9645
310,18,35855.0386869783,0.07710067418382319,1,212,8529,1476,9793
311,51,23179.564260657535,0.36482296588915986,0,7,0,0,-7
312,72,29751.468538019584,0.05952968057883843,1,1950,5722,1620,5392
313,57,34453.94624618472,0.011346346640885237,1,1029,7283,3857,10111
314,61,75553.82137391262,0.12235650676596847,0,80,0,0,-80
315,43,22407.87184532368,0.1731640735481193,1,198,5886,2035,7723
316,27,41167.45969165327,0.23966989965753505,1,345,13638,1931,15224
317,21,28623.24880115547,0.08267204735188972,1,218,5674,3613,9069
318,28,25869.80945908665,0.031131567788047654,1,138,7529,2158,9549
319,70,33869.087051243616,0.006379018886348135,1,469,5792,1841,7164
320,57,24467.146420956964,0.0756282997697876,1,269,7313,1751,8795
321,72,57045.2979102956,0.09103338737834178,1,539,14660,1523,15644
322,28,27593.845392117295,0.26575422156562706,1,604,5852,1452,6700
323,46,23082.275055368314,0.3811564261237738,1,772,19508,3229,21965
324,59,35636.062864488464,0.1243293451034169,1,373,12431,1910,13968
325,53,21765.533401512486,0.0826463426763876,1,767,9916,1504,10653
326,44,24387.26305601793,0.06446488653511913,0,77,0,0,-77
327,34,25938.538675291144,0.020387371618175144,1,331,6848,1776,8293
328,30,26277.816923476497,0.002891869663689201,1,1053,6265,1905,7117
329,18,81963.14593872483,0.06834756983628373,1,349,5298,1467,6416
330,38,22826.945929279318,0.20092874852641898,0,69,0,0,-69
331,31,46473.49018786429,0.24011462943836695,0,40,0,0,-40
332,38,21188.505314140217,0.13272866251442364,0,63,0,0,-63
333,22,21651.51450671066,0.08677699478393328,1,895,81108,1529,81742
334,55,20212.31746308615,0.02015649939614467,1,236,6755,1462,7981
335,57,24032.900514143024,0.11817707793950465,1,522,10664,1504,11646
336,51,24672.404781643956,0.19014998069210262,1,48,7785,1940,9677
337,69,30585.986819690872,0.3468813562292695,1,1015,5608,1502,6095
338,20,21488.84751755662,0.023056081097184027,1,411,13544,1633,14766
339,26,23193.1627202683,0.07429462661903438,1,1062,6917,1512,7367
340,28,43163.97433567766,0.18462614318736797,1,934,23294,1967,24327
341,26,27208.182272661463,0.441947752666059,1,88,9365,2789,12066
342,56,24965.61324332749,0.06478066024918583,1,603,7850,1661,8908
343,53,21972.709140173618,0.3224202558856213,1,350,6556,1489,7695
344,42,22004.868405818317,0.16546898640097804,0,1,0,0,-1
345,18,27122.417073497847,0.4389071643339013,0,44,0,0,-44
346,62,21496.827712762355,0.08649054574243602,1,1082,7912,1569,8399
347,26,22292.834866077435,0.06658860345066007,1,273,5439,2418,7584
348,26,24316.030996312056,0.04920002189783552,1,32,8835,3688,12491
349,20,24202.393112192665,0.5245823202453479,0,142,0,0,-142
350,35,24373.501722952096,0.05332402121116133,1,326,8254,2734,10662
351,57,20561.387230974487,0.06715177497163041,0,69,0,0,-69
352,22,43860.50605354207,0.2308185551154882,1,1017,6471,1524,6978
353,40,23860.728685952687,0.02829930441339459,1,584,10172,2639,12227
354,67,31794.947830714664,0.015486345396836671,1,171,48863,1832,50524
355,18,29033.332338626515,0.414216755406575,0,28,0,0,-28
356,30,29749.697368074514,0.11151942943324739,0,14,0,0,-14
357,39,30697.275817604903,0.015297306148549168,0,106,0,0,-106
358,71,24134.01371352136,0.05436904046345619,1,144,7396,1708,8960
359,19,20887.58666296766,0.1084163571579389,0,33,0,0,-33
360,30,24778.544827771522,0.007122058396923592,1,338,5322,1825,6809
361,48,20231.390152899,0.028365966741130018,1,35,6039,1704,7708
362,69,23681.329222786124,0.06110259863054536,1,185,9414,1859,11088
363,72,24593.980169367427,0.07341748800650465,0,67,0,0,-67
364,56,22334.208915068433,0.006759623158618341,1,1646,11414,1496,11264
365,19,24667.088743114356,0.2753246966458981,1,307,5323,1559,6575
366,41,22479.05187102049,0.12440728534410624,0,17,0,0,-17
367,72,27179.22637040094,0.1587788801416388,1,1408,7337,4859,10788
368,44,35430.59876544843,0.05778679281702275,0,45,0,0,-45
369,45,43708.47371938888,0.13234212512284152,0,12,0,0,-12
370,25,29802.89343209472,0.23227365366604774,0,49,0,0,-49
371,51,25201.769914063658,0.07402794751138825,1,201,19757,1449,21005
372,40,21195.34194935098,0.0923819139704769,1,613,6498,1598,7483
373,66,21158.634725727807,0.3032718600673929,0,47,0,0,-47
374,22,20608.215639627975,0.09807634075591423,1,654,6247,1934,7527
375,68,31437.844769216357,0.022532016251968292,1,1007,5449,1693,6135
376,46,27107.75790202941,0.5872701385946882,1,271,20026,1743,21498
377,33,21086.353555830454,0.31580997126879623,1,412,5318,2407,7313
378,49,32225.118174787094,0.2574356003943132,1,146,10786,3563,14203
379,60,49309.63496201208,0.26804536556706887,0,131,0,0,-131
380,66,122166.07223323973,0.015323781504424512,1,1002,5248,2092,6338
381,33,45103.17075534392,0.05975841251622451,1,95,6030,1696,7631
382,37,28026.52044231825,0.004682178352805281,1,231,13261,1502,14532
383,23,28110.42366805059,0.12261282800314806,1,155,5352,1511,6708
384,53,20378.84865591416,0.19500850427541033,0,83,0,0,-83
385,30,21398.189775352097,0.18175158828565505,1,524,7996,1621,9093
386,44,20429.188353014393,0.09201718153304082,1,473,9956,2292,11775
387,46,24954.61553050771,0.03248357819876354,1,652,6591,1454,7393
388,43,34128.65433547039,0.04780873085659335,0,55,0,0,-55
389,72,20334.5998431148,0.41737890908186875,1,53,8179,2811,10937
390,64,29728.263927422657,0.19301512715269595,1,318,7030,2932,9644
391,72,23232.78967453634,0.09798176090019903,1,387,6814,3036,9463
392,75,28459.12016142232,0.29883669293798176,0,2,0,0,-2
393,35,22556.82768018441,0.07175340046707641,1,119,5455,1520,6856
394,72,27112.100538145813,0.06588648223755929,1,245,5734,1541,7030
395,44,43172.391584598845,0.12809794542445668,1,619,10156,1567,11104
396,29,48199.60103091033,0.29426496935674096,0,12,0,0,-12
397,57,21059.559696958957,0.2191979056254533,1,53,8333,1621,9901
398,69,23296.93308145529,0.11169379354097984,0,14,0,0,-14
399,25,26045.553556953866,0.03759157007130085,1,865,13973,2315,15423
400,35,20878.85399921194,0.26234006603408727,1,296,35272,2979,37955
401,29,35080.14991484288,0.015851268917543872,1,138,12012,1576,13450
402,51,30636.917399357648,0.2480519269836177,1,67,6121,1864,7918
403,42,45098.57707526234,0.04647271470850654,1,117,9459,1681,11023
404,42,33380.32427405444,0.013287232574345343,1,614,12888,1986,14260
405,19,46017.65321346639,0.18147133551566846,0,12,0,0,-12
406,18,47846.48975772465,0.04101914103255421,1,347,5820,2273,7746
407,53,33809.61760810228,0.010575036259769893,1,174,8008,1917,9751
408,64,28270.125463751796,0.5531988026049834,0,64,0,0,-64
409,23,22249.47185042816,0.09322243627316326,1,815,8597,2020,9802
410,23,20151.718575892275,0.3173594587340918,1,649,9757,1479,10587
411,27,20644.320301775773,0.07422793389733459,1,441,6553,2318,8430
412,33,54560.523614389866,0.39903619532353113,0,5,0,0,-5
